Mes;Vazao
1/11/2008;50491,08
1/12/2008;55799,60
1/1/2009;47749,24
1/2/2009;40805,07
1/3/2009;39148,61
1/4/2009;36476,40
1/5/2009;38453,84
1/6/2009;36985,46
1/7/2009;32297,50
1/8/2009;28890,26
1/9/2009;34671,25
1/10/2009;41340,46
1/11/2009;52283,49
1/12/2009;59028,29
1/1/2010;52156,71
1/2/2010;43123,41
1/3/2010;40267,13
1/4/2010;44257,55
1/5/2010;43303,56
1/6/2010;37766,07
1/7/2010;33567,33
1/8/2010;32749,37
1/9/2010;34655,98
1/10/2010;40803,07
1/11/2010;48184,17
1/12/2010;52613,73
